TDS_ppm,Li_ppm,Mg_ppm,Ca_ppm,Na_ppm,K_ppm,Cl_ppm,SO4_ppm,HCO3_ppm,B_ppm,pH,Temp_C,Source_Type,Sample_ID,Sampling_Date,Location,Mg_Recovery_%,Ca_Recovery_%,Li_Recovery_%,Energy_kWh_m3,Chemical_Cost_USD_m3,Energy_Cost_USD_m3,Treatment_Cost_USD_m3,Total_Cost_USD_m3,Li_Revenue_USD_m3,Mg_Revenue_USD_m3,Ca_Revenue_USD_m3,Salt_Revenue_USD_m3,Total_Revenue_USD_m3,Profit_USD_m3,CAPEX_USD_m3_day,ROI_%,Economic_Flag,Oil_ppm
36354.76862788831,0.1904573850521792,1384.6388794372658,457.3667506817913,10801.85981037119,372.2174365861367,20562.697252248654,2715.397053315045,131.25449986460123,4.599471682972499,7.342963352597709,19.297668293468412,seawater,SE0001,2020-10-14 14:42:16.227045072,Mediterranean,85.44553251403886,60.83982972698769,25.115348018985845,3.2393902320704515,3.57451,0.2577298294096937,0.0,3.8322398294096938,0.003868115209796,1.0766137096768895,0.0821337701314333,0.4356704999999999,1.598286095018119,-2.2339537343915747,3000,-27.17977043509749,Low,169.03427737389967
32137.417048991312,0.14097034667714653,1100.6694083543093,429.37509662645147,10961.389804626871,325.92920481170245,18805.22244750362,2463.1039242354486,125.16997534271005,4.304339385353299,7.690497912879093,25.084850951771475,seawater,SE0002,2020-04-07 11:53:59.398998330,Pacific,75.10172862238586,68.44607630917136,16.430994160254244,4.467727606050425,3.47926,0.3307005750452009,0.0,3.809960575045201,0.0018618945342633,0.9063396772915322,0.081519276884223,0.4433535,1.4330743487100186,-2.3768862263351824,3000,-28.918782420411382,Low,158.2871643385058
33489.90635768669,0.19306563270115037,1377.8522469248994,380.5593745208969,11877.233937129213,354.40514714887576,19486.595263993553,2906.118392056054,90.64921208394635,4.8164130601183865,7.697855623199449,30.53463441985324,seawater,SE0003,2021-08-15 06:53:29.348914856,Pacific,73.83968535121296,70.68805386400633,19.79346131033124,3.8635975122336474,3.59715,0.3058779178829843,0.0,3.903027917882985,0.0030958556966262,0.9301673771314718,0.0773185933164501,0.4534005,1.4639823261445484,-2.439045591738436,3000,-29.675054699484303,Low,160.48446244489065
34488.36376614619,0.2253315703004129,1332.1427255915985,345.8527762608507,9627.401802551809,396.60988789306447,18929.348992206717,2658.641501576708,119.48376998179178,4.290006764218237,7.7478429965997595,29.393129449627523,seawater,SE0004,2023-03-18 09:17:43.772954912,Pacific,77.5597850113847,61.54510598940217,28.91422729967317,3.3004160123181294,3.7,0.2722333967892553,0.0,3.972233396789256,0.0048685197642643,1.0083764816728158,0.0646223612888722,0.446469,1.5243363627259523,-2.4478970340633026,3000,-29.782747247770185,Low,169.72756117825148
34916.894127566375,0.1873350018920243,1369.5213096834852,383.1328823751907,11633.38114932437,428.48494626132174,21063.169268061665,3206.517046021445,117.17835393597255,4.242563736194631,7.889407152870873,24.350498377954036,seawater,SE0005,2020-07-01 19:18:43.873121868,Red_Sea,77.85004024540436,80.37418345049616,28.910871243519388,3.731039828513255,3.4648800000000004,0.2993404756750686,0.0,3.764220475675069,0.0041988992959237,0.9752305681557902,0.0843928926230209,0.4630395,1.526861860074735,-2.2373586156003338,3000,-27.22119648980406,Low,152.86487431309638
33129.724908101314,0.22948963156700505,1375.0237633999952,292.0610433666079,9990.111146151508,352.1500930521591,19409.286364477342,2494.7849573238263,103.26519181078588,4.135229430945497,7.936480736714581,16.14046527313915,seawater,SE0006,2022-03-12 21:40:34.056761264,Pacific,87.48202126033132,68.60193593775685,16.150055489268603,3.829845808546198,3.4648800000000004,0.3236332351007644,0.0,3.7885132351007647,0.0029126302073786,1.0952189176857416,0.0720320327346446,0.4488825,1.619046080627765,-2.169467154473,3000,-26.39518371275483,Low,142.93471311976717
38279.62555014659,0.1339219067899604,1368.2189759515036,472.78289748592795,10110.142597371154,401.97704137525955,19318.122804105016,2792.0942075862404,104.48429619928422,4.606169924948408,7.486728399988723,23.32019504442467,seawater,SE0007,2021-08-17 17:23:20.333889816,Atlantic,82.36886943867354,82.84081865446262,26.199757500341804,3.010532523963576,3.7,0.241426369061686,0.0,3.9414263690616864,0.003073388753335,0.9724534621025348,0.1027391832952645,0.4339814999999999,1.5122475341511346,-2.429178834910552,3000,-29.555009158078377,Low,158.9225072638736
28927.327440880752,0.12947542259068553,1350.5829035549195,374.59995007234363,11660.993023827587,335.5553145995649,21113.327948960054,2266.877991076587,133.17930098603898,5.461072956628204,7.725200047793323,27.09015378394197,seawater,SE0008,2021-10-17 15:49:34.958263768,Red_Sea,78.1192291267918,63.86025269605663,21.87888105613717,3.8573284823393648,3.61512,0.3164960470576956,0.0,3.931616047057695,0.002322093162012,0.9252066525477411,0.0814984544907074,0.4637235,1.4727507002004607,-2.4588653468572343,3000,-29.91619505342968,Low,161.55928836230493
32238.750586276503,0.12436010042317784,1313.112019659265,334.6362257930788,9323.834124507059,413.63157793108974,16100.815031264327,2394.738360135079,146.95859678124464,4.7031633051206905,8.09159802417368,20.359918071162593,seawater,SE0009,2021-08-12 20:23:38.363939896,Red_Sea,80.68775928571534,61.423373923432834,29.5096898670076,3.917080804139726,3.4295800000000005,0.3049908933927929,0.0,3.734570893392793,0.002755201704123,0.9295229869714408,0.0644945426196044,0.4455854999999999,1.4423582312951682,-2.292212662097625,3000,-27.88858738885444,Low,155.2401294130716
32990.82100583067,0.21556733342551504,1541.4796912782913,443.52599162416635,9856.547268030874,414.11094952094334,19566.56679274054,2832.8348010159375,119.55102211010892,4.513349847973567,7.512375047531743,26.830637365372787,seawater,SE0010,2023-09-07 10:37:03.706176960,Pacific,89.07930466650548,72.05790260965804,19.55227139422193,3.2755231014564097,3.5813800000000007,0.2664343401296079,0.0,3.847814340129609,0.0033545832031066,1.1972258547178336,0.0961540652423277,0.4372635,1.7339980031632678,-2.113816336966341,3000,-25.71809876642381,Low,174.46501185809223
